  19/05/1895,        NA,        NA,22.6,59.5,brid rocks rosario straits bearing ssw 1 mile,                      sur,rosario strait,48.5N,122.75W
    8/5/1910,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
    8/5/1910,        NA,        NA,29.9,32.6,port angeles lt ho by sse 50 miles,                   port t,port angeles,,
    9/5/1910,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
    9/5/1910,        NA,        NA,47.6,-122.3,       seattle washington,                  seattle,,,
   10/5/1910,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
   10/5/1910,        NA,        NA,47.6,-122.3,             seattle wash,            port townsend,,,
   11/5/1910,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
   11/5/1910,        NA,        NA,56,-4.8,esteban pt lt ho bc ne34e 10 miles,                    t o b,estevan point,,
   12/5/1910,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
   12/5/1910,     52 08,    130 40,        NA,        NA,                       NA,                       NA,,,
   13/5/1910,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
   13/5/1910,     54 46,    132 48,        NA,        NA,                       NA,                       NA,,,
   14/5/1910,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
   14/5/1910,        NA,        NA,57,-135.4,             sitka alaska,                    sitka,,,
   15/4/1910,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
   15/4/1910,        NA,        NA,57,-135.4,             sitka alaska,                    sitka,,,
  16/05/1910,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
  16/05/1910,        NA,        NA,57,-135.4,             sitka alaska,                    sitka,,,
   17/5/1910,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
   17/5/1910,     58 49,    138 42,        NA,        NA,                       NA,                       NA,,,
   18/5/1910,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
   18/5/1910,        NA,        NA,54.2,-3,ocean cape alaska exn 12 miles,                     alex,yakutat bay,,
   19/5/1910,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
   19/5/1910,        NA,        NA,59.9,-147.4,wooded island swxw 100 miles,            wooded island,,,
   20/5/1910,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
   20/5/1910,        NA,        NA,54.2,-149.4,off caines head resurrection bay,              akun island,seward,,
   21/5/1910,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
   21/5/1910,        NA,        NA,54,-130.8,     seal rocks wxn 35 mi,               seal rocks,seward,,
   22/5/1910,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
   22/5/1910,        NA,        NA,29.9,32.6,port dick harbor alaska tahoma arm,                   port t,port dick,,
   23/5/1910,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
   23/5/1910,        NA,        NA,29.9,-152.4,            kodiak alaska,                   kodiak,,,
   24/5/1910,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
   24/5/1910,        NA,        NA,57.8,-153.5,kodiak kodiaks island alaska,            kodiak island,,,
   25/5/1910,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
   25/5/1910,        NA,        NA,        NA,        NA,kaguyak kodiak island alaska,                       NA,,,
   26/5/1910,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
   26/5/1910,   56 08 N,  154 35 W,        NA,        NA,koguyak kodiak island alaska,                       NA,,,
   27/5/1910,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
   27/5/1910,        NA,        NA,55.8,-155.6,   chirikof island alaska,          chirikof island,,,
   28/5/1910,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
   28/5/1910,   55 04 N,  158 51 W,        NA,        NA,                       NA,                       NA,,,
   29/5/1910,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
   29/5/1910,     54 18,    163 18,        NA,        NA,                       NA,                       NA,,,
   30/5/1910,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
   30/5/1910,     54 20,    165 59,        NA,        NA, off nuimak island alaska,                       NA,,,
   31/5/1910,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
   31/5/1910,        NA,        NA,53.9,-166.5,          unalaska alaska,             unalaska bay,,,
    1/6/1910,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
    1/6/1910,        NA,        NA,53.9,-166.5,          unalaska alaska,             unalaska bay,,,
    2/6/1910,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
    2/6/1910,        NA,        NA,53.9,-166.5,          unalaska alaska,             unalaska bay,,,
    3/6/1910,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
    3/6/1910,        NA,        NA,53.9,-166.5,          unalaska alaska,             unalaska bay,,,
    4/6/1910,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
    4/6/1910,        NA,        NA,53.4,-167.6,        chernofski alaska,               chernofski,,,
    5/6/1910,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
    5/6/1910,        NA,        NA,53.5,-168.2,cape cliagak umnak id se 30 mile,               chernofski,umnak island,53 13 26N,168 25 55W
    6/6/1910,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
    6/6/1910,     52 33,    172 00,        NA,        NA,                       NA,                       NA,,,
    7/6/1910,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
    7/6/1910,        NA,        NA,43.1,16.7,      atkha harbor alaska,                     hvar,atka island,,
    8/6/1910,        NA,        NA,        NA,        NA,                       NA,                       NA,,,
